ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
18-014195,18-014195-01,M,B,PUBLIC INTOXICATION
18-010622,18-010622-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-022901,18-022901-01,M,B,PUBLIC INTOXICATION
18-014602,18-014602-01,M,B,DRIVING UNDER THE INFLUENCE
18-040847,18-040847-01,M,B,PUBLIC INTOXICATION
18-017052,18-017052-01,M,B,PUBLIC INTOXICATION
18-002693,18-002693-01,M,B,PUBLIC INTOXICATION
18-026699,18-026699-01,M,B,PUBLIC INTOXICATION
18-012901,18-012901-01,M,B,PUBLIC INTOXICATION
18-004657,18-004657-01,M,B,PUBLIC INTOXICATION
18-024423,18-024423-01,F,A,LARCENY/ THEFT OFFENSES
19-044903,19-044903-01,M,B,PUBLIC INTOXICATION
18-027129,18-027129-01,F,A,MOTOR VEHICLE THEFT
18-033959,18-033959-01,M,A,LARCENY/ THEFT OFFENSES
18-034718,18-034718-01,M,B,DRIVING UNDER THE INFLUENCE
18-010053,18-010053-01,M,B,DRIVING UNDER THE INFLUENCE
18-030258,18-030258-01,M,A,LARCENY/ THEFT OFFENSES
18-031592,18-031592-01,M,B,PUBLIC INTOXICATION
18-039398,18-039398-01,M,B,DRIVING UNDER THE INFLUENCE
18-015185,18-015185-01,M,B,TRESPASS OF REAL PROPERTY
18-020187,18-020187-01,M,B,PUBLIC INTOXICATION
18-043446,18-043446-01,M,A,LARCENY/ THEFT OFFENSES
19-037172,19-037172-01,M,B,PUBLIC INTOXICATION
18-008404,18-008404-01,M,B,PUBLIC INTOXICATION
18-003747,18-003747-01,M,B,PUBLIC INTOXICATION
18-038234,18-038234-01,M,B,PUBLIC INTOXICATION
18-042835,18-042835-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033764,18-033764-01,M,B,PUBLIC INTOXICATION
18-022107,18-022107-01,M,B,DRIVING UNDER THE INFLUENCE
18-025600,18-025600-01,M,B,PUBLIC INTOXICATION
18-011711,18-011711-01,M,B,PUBLIC INTOXICATION
18-001641,18-001641-01,M,B,PUBLIC INTOXICATION
18-039088,18-039088-01,M,B,PUBLIC INTOXICATION
18-026287,18-026287-01,M,B,PUBLIC INTOXICATION
18-021500,18-021500-01,F,A,LARCENY/ THEFT OFFENSES
18-039350,18-039350-02,M,B,ALL OTHER OFFENSES
18-044076,18-044076-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-042236,18-042236-01,F,A,LARCENY/ THEFT OFFENSES
18-043121,18-043121-01,M,B,TRESPASS OF REAL PROPERTY
18-025453,18-025453-01,M,B,PUBLIC INTOXICATION
18-013161,18-013161-02,M,B,PUBLIC INTOXICATION
18-036124,18-036124-02,M,B,ALL OTHER OFFENSES
18-024571,18-024571-01,M,B,TRESPASS OF REAL PROPERTY
18-026511,18-026511-01,M,B,PUBLIC INTOXICATION
17-005524,17-005524-01,M,B,PUBLIC INTOXICATION
18-003056,18-003056-01,M,B,PUBLIC INTOXICATION
18-038885,18-038885-01,M,A,LARCENY/ THEFT OFFENSES
18-004029,18-004029-01,M,B,PUBLIC INTOXICATION
18-044599,18-044599-01,F,A,LARCENY/ THEFT OFFENSES
19-003777,19-003777-01,M,B,PUBLIC INTOXICATION
18-007732,18-007732-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-036650,17-036650-01,M,B,PUBLIC INTOXICATION
18-019204,18-019204-01,M,B,TRESPASS OF REAL PROPERTY
17-048035,17-048035-01,M,B,PUBLIC INTOXICATION
16-051740,16-051740-01,M,B,PUBLIC INTOXICATION
18-012094,18-012094-01,M,B,TRESPASS OF REAL PROPERTY
18-037835,18-037835-01,M,B,DRIVING UNDER THE INFLUENCE
18-037271,18-037271-01,M,B,DRIVING UNDER THE INFLUENCE
18-027543,18-027543-01,M,B,PUBLIC INTOXICATION
16-010785,16-010785-01,M,B,PUBLIC INTOXICATION
18-021219,18-021219-01,M,B,PUBLIC INTOXICATION
18-007784,18-007784-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-015977,18-015977-01,F,A,LARCENY/ THEFT OFFENSES
18-039856,18-039856-01,M,B,PUBLIC INTOXICATION
18-043042,18-043042-01,F,A,FRAUD OFFENSES
18-012574,18-012574-01,M,B,PUBLIC INTOXICATION
17-045684,17-045684-03,M,A,ASSAULT OFFENSES
18-027799,18-027799-01,M,B,PUBLIC INTOXICATION
18-043213,18-043213-01,M,B,DRIVING UNDER THE INFLUENCE
18-000341,18-000341-01,M,B,PUBLIC INTOXICATION
18-044774,18-044774-01,M,A,LARCENY/ THEFT OFFENSES
18-009848,18-009848-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-003989,18-003989-01,M,B,DRIVING UNDER THE INFLUENCE
18-015895,18-015895-01,F,A,LARCENY/ THEFT OFFENSES
18-033111,18-033111-01,M,B,PUBLIC INTOXICATION
19-031792,19-031792-01,M,B,PUBLIC INTOXICATION
18-045529,18-045529-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-016078,18-016078-01,M,B,PUBLIC INTOXICATION
18-006513,18-006513-01,M,A,LARCENY/ THEFT OFFENSES
18-008797,18-008797-01,M,B,PUBLIC INTOXICATION
18-010946,18-010946-01,M,B,PUBLIC INTOXICATION
18-030562,18-030562-01,M,B,PUBLIC INTOXICATION
18-043954,18-043954-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-038876,19-038876-01,M,B,PUBLIC INTOXICATION
18-039758,18-039758-01,M,B,DRIVING UNDER THE INFLUENCE
16-052616,16-052616-01,M,B,PUBLIC INTOXICATION
18-024248,18-024248-01,M,B,PUBLIC INTOXICATION
18-002573,18-002573-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-041554,19-041554-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-019603,18-019603-01,M,B,PUBLIC INTOXICATION
18-002239,18-002239-01,M,B,PUBLIC INTOXICATION
18-036452,18-036452-01,M,B,DRIVING UNDER THE INFLUENCE
18-020775,18-020775-01,M,B,PUBLIC INTOXICATION
18-040306,18-040306-01,M,B,ALL OTHER OFFENSES
18-011636,18-011636-01,M,B,DRIVING UNDER THE INFLUENCE
18-005633,18-005633-01,M,B,DRIVING UNDER THE INFLUENCE
16-022569,16-022569-01,M,B,PUBLIC INTOXICATION
18-044700,18-044700-01,M,B,PUBLIC INTOXICATION
18-007618,18-007618-01,M,A,LARCENY/ THEFT OFFENSES
18-014561,18-014561-01,M,B,PUBLIC INTOXICATION
17-008558,17-008558-02,M,B,PUBLIC INTOXICATION
18-042105,18-042105-01,M,B,PUBLIC INTOXICATION
18-044668,18-044668-01,M,B,PUBLIC INTOXICATION
18-004574,18-004574-01,F,B,ALL OTHER OFFENSES
18-030615,18-030615-01,M,B,DRIVING UNDER THE INFLUENCE
18-034320,18-034320-01,M,B,TRESPASS OF REAL PROPERTY
18-045094,18-045094-01,M,B,TRESPASS OF REAL PROPERTY
18-022529,18-022529-01,F,A,WEAPON LAW VIOLATIONS
18-006417,18-006417-01,M,B,TRESPASS OF REAL PROPERTY
18-007021,18-007021-01,M,B,DRIVING UNDER THE INFLUENCE
18-028807,18-028807-02,M,B,ALL OTHER OFFENSES
18-031557,18-031557-01,M,B,PUBLIC INTOXICATION
18-003865,18-003865-01,M,B,PUBLIC INTOXICATION
18-036792,18-036792-01,M,B,PUBLIC INTOXICATION
18-023032,18-023032-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-011477,18-011477-01,M,B,DRIVING UNDER THE INFLUENCE
18-008062,18-008062-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-013425,19-013425-01,M,B,TRESPASS OF REAL PROPERTY
18-042988,18-042988-01,M,B,PUBLIC INTOXICATION
18-015880,18-015880-01,M,B,PUBLIC INTOXICATION
17-036498,17-036498-01,M,B,PUBLIC INTOXICATION
18-038924,18-038924-01,M,A,WEAPON LAW VIOLATIONS
20-025619,20-025619-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-006927,18-006927-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042302,18-042302-01,M,B,DRIVING UNDER THE INFLUENCE
18-023826,18-023826-01,M,B,PUBLIC INTOXICATION
18-001422,18-001422-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-019745,18-019745-01,M,B,PUBLIC INTOXICATION
18-002864,18-002864-01,F,A,DRUG/ NARCOTIC VIOLATIONS
16-000015,16-000015-01,M,B,PUBLIC INTOXICATION
18-004358,18-004358-01,M,B,DRIVING UNDER THE INFLUENCE
18-004716,18-004716-01,F,A,LARCENY/ THEFT OFFENSES
18-027816,18-027816-01,M,B,PUBLIC INTOXICATION
18-001927,18-001927-01,M,B,PUBLIC INTOXICATION
18-038968,18-038968-01,M,B,PUBLIC INTOXICATION
18-018961,18-018961-01,M,B,PUBLIC INTOXICATION
18-020624,18-020624-01,M,B,PUBLIC INTOXICATION
18-040922,18-040922-02,M,B,ALL OTHER OFFENSES
18-007689,18-007689-01,M,B,PUBLIC INTOXICATION
18-024946,18-024946-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-019015,18-019015-01,M,B,PUBLIC INTOXICATION
18-014750,18-014750-01,M,B,DRIVING UNDER THE INFLUENCE
18-024210,18-024210-01,M,B,PUBLIC INTOXICATION
18-032865,18-032865-01,M,B,PUBLIC INTOXICATION
18-037571,18-037571-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-009155,18-009155-01,M,B,PUBLIC INTOXICATION
18-032730,18-032730-01,M,B,DRIVING UNDER THE INFLUENCE
18-029363,18-029363-01,M,B,PUBLIC INTOXICATION
18-030211,18-030211-01,M,B,PUBLIC INTOXICATION
18-029852,18-029852-05,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-039900,18-039900-01,M,B,PUBLIC INTOXICATION
18-039561,18-039561-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-038412,18-038412-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-031480,18-031480-01,M,B,PUBLIC INTOXICATION
18-021625,18-021625-01,M,B,DRIVING UNDER THE INFLUENCE
18-026880,18-026880-01,M,B,PUBLIC INTOXICATION
18-035433,18-035433-01,F,A,MOTOR VEHICLE THEFT
18-041484,18-041484-01,M,A,WEAPON LAW VIOLATIONS
18-030169,18-030169-01,F,A,MOTOR VEHICLE THEFT
19-013843,19-013843-02,M,B,ALL OTHER OFFENSES
18-005617,18-005617-01,F,A,WEAPON LAW VIOLATIONS
18-000415,18-000415-01,M,B,PUBLIC INTOXICATION
18-009439,18-009439-01,M,B,PUBLIC INTOXICATION
18-029242,18-029242-01,M,B,PUBLIC INTOXICATION
18-016705,18-016705-01,M,B,DRIVING UNDER THE INFLUENCE
18-021648,18-021648-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-010721,18-010721-01,M,B,DRIVING UNDER THE INFLUENCE
17-048838,17-048838-02,M,B,ALL OTHER OFFENSES
17-019706,17-019706-01,M,B,PUBLIC INTOXICATION
18-029844,18-029844-01,M,B,PUBLIC INTOXICATION
18-023629,18-023629-01,M,B,PUBLIC INTOXICATION
18-022671,18-022671-01,M,B,PUBLIC INTOXICATION
18-022913,18-022913-01,M,B,ALL OTHER OFFENSES
18-029900,18-029900-01,M,B,PUBLIC INTOXICATION
17-040151,17-040151-01,M,B,PUBLIC INTOXICATION
19-008050,19-008050-01,F,A,ROBBERY
18-015003,18-015003-01,M,B,PUBLIC INTOXICATION
18-043201,18-043201-01,F,A,ASSAULT OFFENSES
18-025787,18-025787-01,M,B,DRIVING UNDER THE INFLUENCE
18-009339,18-009339-01,F,A,LARCENY/ THEFT OFFENSES
18-009421,18-009421-01,M,B,PUBLIC INTOXICATION
18-018256,18-018256-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-013153,18-013153-02,M,B,DRIVING UNDER THE INFLUENCE
18-027797,18-027797-01,M,B,PUBLIC INTOXICATION
18-012287,18-012287-01,M,B,DRIVING UNDER THE INFLUENCE
18-019198,18-019198-01,M,B,PUBLIC INTOXICATION
18-007433,18-007433-01,M,B,PUBLIC INTOXICATION
18-037486,18-037486-01,M,B,DRIVING UNDER THE INFLUENCE
18-030736,18-030736-01,M,B,PUBLIC INTOXICATION
20-009732,20-009732-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-022740,18-022740-01,M,B,PUBLIC INTOXICATION
18-009585,18-009585-01,F,A,MOTOR VEHICLE THEFT
19-007736,19-007736-01,M,B,PUBLIC INTOXICATION
18-028435,18-028435-01,F,B,ALL OTHER OFFENSES
18-035978,18-035978-01,M,B,PUBLIC INTOXICATION
20-005313,20-005313-01,M,B,PUBLIC INTOXICATION
18-038474,18-038474-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-009153,18-009153-01,M,B,DRIVING UNDER THE INFLUENCE
18-013887,18-013887-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-043917,18-043917-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-012155,18-012155-01,M,B,DRIVING UNDER THE INFLUENCE
18-003315,18-003315-01,M,B,PUBLIC INTOXICATION
18-015836,18-015836-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044934,18-044934-01,M,B,DRIVING UNDER THE INFLUENCE
18-011440,18-011440-02,F,B,ALL OTHER OFFENSES
18-006087,18-006087-01,M,A,LARCENY/ THEFT OFFENSES
18-033555,18-033555-01,M,B,PUBLIC INTOXICATION
18-042249,18-042249-02,M,A,WEAPON LAW VIOLATIONS
18-023171,18-023171-01,M,B,PUBLIC INTOXICATION
18-041404,18-041404-01,M,B,PUBLIC INTOXICATION
18-026719,18-026719-01,M,B,PUBLIC INTOXICATION
19-000644,19-000644-01,M,B,TRESPASS OF REAL PROPERTY
18-043574,18-043574-01,F,A,LARCENY/ THEFT OFFENSES
18-040343,18-040343-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-035427,18-035427-01,F,A,EMBEZZELMENT
18-023177,18-023177-01,M,A,WEAPON LAW VIOLATIONS
18-033447,18-033447-01,F,A,LARCENY/ THEFT OFFENSES
18-027652,18-027652-01,M,B,PUBLIC INTOXICATION
18-039317,18-039317-01,M,B,PUBLIC INTOXICATION
18-040749,18-040749-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-004182,18-004182-01,M,B,DRIVING UNDER THE INFLUENCE
18-025366,18-025366-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-039268,18-039268-02,M,B,ALL OTHER OFFENSES
18-009471,18-009471-01,M,B,PUBLIC INTOXICATION
19-002862,19-002862-01,M,B,TRESPASS OF REAL PROPERTY
18-010465,18-010465-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041650,18-041650-02,M,B,DRIVING UNDER THE INFLUENCE
18-043686,18-043686-01,M,B,TRESPASS OF REAL PROPERTY
18-043837,18-043837-01,M,A,ASSAULT OFFENSES
18-026269,18-026269-01,M,B,PUBLIC INTOXICATION
18-000137,18-000137-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-023452,18-023452-01,M,B,PUBLIC INTOXICATION
20-017085,20-017085-01,M,B,PUBLIC INTOXICATION
18-006958,18-006958-01,M,B,PUBLIC INTOXICATION
18-015906,18-015906-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027761,18-027761-01,M,B,TRESPASS OF REAL PROPERTY
18-044838,18-044838-01,M,B,PUBLIC INTOXICATION
16-026898,16-026898-01,M,B,PUBLIC INTOXICATION
18-020277,18-020277-01,F,A,ROBBERY
18-031414,18-031414-01,M,B,DRIVING UNDER THE INFLUENCE
18-030867,18-030867-01,M,B,PUBLIC INTOXICATION
18-025505,18-025505-01,M,B,DRIVING UNDER THE INFLUENCE
18-010986,18-010986-01,F,A,LARCENY/ THEFT OFFENSES
17-018028,17-018028-01,M,B,PUBLIC INTOXICATION
16-045756,16-045756-01,M,A,LARCENY/ THEFT OFFENSES
19-021608,19-021608-01,M,B,PUBLIC INTOXICATION
18-013348,18-013348-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-001066,20-001066-01,M,B,TRESPASS OF REAL PROPERTY
19-002336,19-002336-01,M,B,PUBLIC INTOXICATION
20-031146,20-031146-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-022904,18-022904-01,M,B,PUBLIC INTOXICATION
19-046324,19-046324-01,M,B,PUBLIC INTOXICATION
18-037974,18-037974-02,M,B,PUBLIC INTOXICATION
18-009290,18-009290-01,M,B,PUBLIC INTOXICATION
18-001992,18-001992-01,M,B,DRIVING UNDER THE INFLUENCE
18-022624,18-022624-01,F,A,WEAPON LAW VIOLATIONS
18-044899,18-044899-01,F,A,LARCENY/ THEFT OFFENSES
18-039413,18-039413-01,M,B,PUBLIC INTOXICATION
18-035600,18-035600-01,M,B,TRESPASS OF REAL PROPERTY
18-040034,18-040034-01,M,B,PUBLIC INTOXICATION
19-014363,19-014363-01,M,B,PUBLIC INTOXICATION
18-012401,18-012401-01,M,B,PUBLIC INTOXICATION
18-023500,18-023500-01,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-004120,18-004120-01,M,B,PUBLIC INTOXICATION
18-012416,18-012416-01,M,B,DRIVING UNDER THE INFLUENCE
17-049351,17-049351-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039000,18-039000-01,M,B,DRIVING UNDER THE INFLUENCE
18-022836,18-022836-01,M,B,PUBLIC INTOXICATION
18-044731,18-044731-01,M,B,PUBLIC INTOXICATION
18-000375,18-000375-01,M,B,PUBLIC INTOXICATION
18-038140,18-038140-01,M,B,DRIVING UNDER THE INFLUENCE
18-029596,18-029596-02,M,B,PUBLIC INTOXICATION
19-000789,19-000789-01,M,B,PUBLIC INTOXICATION
18-017591,18-017591-01,M,B,DRIVING UNDER THE INFLUENCE
18-040525,18-040525-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-019428,18-019428-01,F,A,ASSAULT OFFENSES
18-001453,18-001453-01,M,B,PUBLIC INTOXICATION
18-027430,18-027430-02,F,B,ALL OTHER OFFENSES
18-023989,18-023989-01,M,A,LARCENY/ THEFT OFFENSES
18-037444,18-037444-01,M,A,WEAPON LAW VIOLATIONS
18-035556,18-035556-01,F,A,LARCENY/ THEFT OFFENSES
18-004810,18-004810-01,F,B,DRIVING UNDER THE INFLUENCE
18-039837,18-039837-01,M,B,DISORDERLY CONDUCT
18-008268,18-008268-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-004799,18-004799-01,M,B,PUBLIC INTOXICATION
18-028994,18-028994-03,M,B,ALL OTHER OFFENSES
18-015815,18-015815-01,M,B,PUBLIC INTOXICATION
18-017995,18-017995-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-029263,18-029263-01,F,A,BURGLARY/ BREAKING & ENTERING
18-019201,18-019201-01,M,B,PUBLIC INTOXICATION
18-007281,18-007281-01,M,B,PUBLIC INTOXICATION
18-017869,18-017869-01,M,B,PUBLIC INTOXICATION
16-034128,16-034128-01,M,B,TRESPASS OF REAL PROPERTY
18-012240,18-012240-01,M,B,PUBLIC INTOXICATION
18-030535,18-030535-01,M,B,PUBLIC INTOXICATION
18-034754,18-034754-01,M,B,PUBLIC INTOXICATION
18-006347,18-006347-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-003774,19-003774-01,M,B,PUBLIC INTOXICATION
17-039056,17-039056-01,M,B,PUBLIC INTOXICATION
18-010306,18-010306-01,F,A,ASSAULT OFFENSES
19-000359,19-000359-01,M,B,TRESPASS OF REAL PROPERTY
18-043136,18-043136-01,F,A,ASSAULT OFFENSES
18-028176,18-028176-01,F,A,WEAPON LAW VIOLATIONS
18-018679,18-018679-02,M,B,ALL OTHER OFFENSES
18-030329,18-030329-01,M,B,PUBLIC INTOXICATION
18-001561,18-001561-01,M,B,PUBLIC INTOXICATION
18-024773,18-024773-01,M,B,PUBLIC INTOXICATION
18-032557,18-032557-01,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-027886,18-027886-01,M,B,PUBLIC INTOXICATION
18-039147,18-039147-01,M,B,PUBLIC INTOXICATION
18-038372,18-038372-01,F,A,MOTOR VEHICLE THEFT
18-026363,18-026363-01,M,B,PUBLIC INTOXICATION
18-010467,18-010467-01,M,B,PUBLIC INTOXICATION
18-045158,18-045158-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-037766,18-037766-01,M,B,PUBLIC INTOXICATION
18-043222,18-043222-01,M,B,PUBLIC INTOXICATION
18-004422,18-004422-01,M,B,DRIVING UNDER THE INFLUENCE
18-041095,18-041095-01,M,B,ALL OTHER OFFENSES
18-025341,18-025341-01,M,B,PUBLIC INTOXICATION
18-038195,18-038195-01,M,B,PUBLIC INTOXICATION
18-015696,18-015696-01,M,B,PUBLIC INTOXICATION
18-013719,18-013719-01,M,B,DRIVING UNDER THE INFLUENCE
18-006749,18-006749-01,M,A,LARCENY/ THEFT OFFENSES
19-001328,19-001328-01,F,A,LARCENY/ THEFT OFFENSES
18-001193,18-001193-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-003701,17-003701-01,M,B,PUBLIC INTOXICATION
18-040349,18-040349-03,F,A,DRUG/ NARCOTIC VIOLATIONS
17-004534,17-004534-01,M,B,ALL OTHER OFFENSES
18-045790,18-045790-01,M,B,PUBLIC INTOXICATION
18-009449,18-009449-01,M,B,PUBLIC INTOXICATION
18-042259,18-042259-01,M,B,PUBLIC INTOXICATION
18-031699,18-031699-01,M,B,PUBLIC INTOXICATION
19-003345,19-003345-01,M,B,PUBLIC INTOXICATION
18-030159,18-030159-01,F,A,ASSAULT OFFENSES
17-046207,17-046207-01,M,B,PUBLIC INTOXICATION
19-033415,19-033415-01,M,B,PUBLIC INTOXICATION
18-035976,18-035976-01,M,B,PUBLIC INTOXICATION
18-044896,18-044896-01,M,A,ASSAULT OFFENSES
18-034731,18-034731-01,M,B,PUBLIC INTOXICATION
18-018782,18-018782-01,M,B,PUBLIC INTOXICATION
18-010718,18-010718-01,M,B,PUBLIC INTOXICATION
18-013689,18-013689-01,M,B,PUBLIC INTOXICATION
16-054361,16-054361-01,M,B,DRIVING UNDER THE INFLUENCE
18-004722,18-004722-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009861,18-009861-01,M,B,PUBLIC INTOXICATION
18-010717,18-010717-01,M,B,PUBLIC INTOXICATION
18-016522,18-016522-01,M,B,PUBLIC INTOXICATION
18-034151,18-034151-01,F,A,EMBEZZELMENT
18-034467,18-034467-01,M,B,PUBLIC INTOXICATION
17-036016,17-036016-01,M,B,PUBLIC INTOXICATION
18-007087,18-007087-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-038689,18-038689-01,M,B,TRESPASS OF REAL PROPERTY
17-041684,17-041684-02,M,B,PUBLIC INTOXICATION
18-045362,18-045362-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-017412,19-017412-01,M,B,PUBLIC INTOXICATION
18-017772,18-017772-01,M,B,DRIVING UNDER THE INFLUENCE
17-039017,17-039017-01,M,B,PUBLIC INTOXICATION
18-007158,18-007158-01,M,B,DRIVING UNDER THE INFLUENCE
18-027224,18-027224-01,M,B,PUBLIC INTOXICATION
18-017684,18-017684-01,F,A,MOTOR VEHICLE THEFT
18-040127,18-040127-01,F,A,BURGLARY/ BREAKING & ENTERING
18-035454,18-035454-01,M,B,PUBLIC INTOXICATION
16-030326,16-030326-01,M,B,PUBLIC INTOXICATION
18-024283,18-024283-02,M,B,PUBLIC INTOXICATION
18-030757,18-030757-01,M,B,PUBLIC INTOXICATION
18-039564,18-039564-01,M,B,DRIVING UNDER THE INFLUENCE
18-023378,18-023378-01,M,B,DRIVING UNDER THE INFLUENCE
18-033620,18-033620-01,M,B,TRESPASS OF REAL PROPERTY
18-007259,18-007259-01,M,B,TRESPASS OF REAL PROPERTY
18-039583,18-039583-01,M,B,PUBLIC INTOXICATION
18-045596,18-045596-01,M,B,PUBLIC INTOXICATION
19-032965,19-032965-01,M,B,PUBLIC INTOXICATION
18-044725,18-044725-01,M,B,PUBLIC INTOXICATION
16-027440,16-027440-01,M,B,PUBLIC INTOXICATION
18-024532,18-024532-01,M,B,PUBLIC INTOXICATION
18-003984,18-003984-01,M,B,PUBLIC INTOXICATION
18-008448,18-008448-01,M,B,PUBLIC INTOXICATION
18-041513,18-041513-01,M,B,DRIVING UNDER THE INFLUENCE
18-032806,18-032806-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-019527,18-019527-01,M,B,PUBLIC INTOXICATION
18-015133,18-015133-01,M,B,PUBLIC INTOXICATION
18-044072,18-044072-01,M,B,DRIVING UNDER THE INFLUENCE
18-039743,18-039743-02,M,B,ALL OTHER OFFENSES
18-009092,18-009092-01,M,B,PUBLIC INTOXICATION
18-008721,18-008721-01,M,B,PUBLIC INTOXICATION
18-015399,18-015399-01,M,B,PUBLIC INTOXICATION
18-044569,18-044569-01,M,B,PUBLIC INTOXICATION
18-029730,18-029730-01,M,B,DISORDERLY CONDUCT
18-016370,18-016370-01,M,A,LARCENY/ THEFT OFFENSES
17-036587,17-036587-01,M,B,TRESPASS OF REAL PROPERTY
18-003231,18-003231-01,M,B,PUBLIC INTOXICATION
19-017388,19-017388-01,F,A,BURGLARY/ BREAKING & ENTERING
18-034339,18-034339-01,F,A,ASSAULT OFFENSES
19-022956,19-022956-01,M,B,PUBLIC INTOXICATION
18-020798,18-020798-02,M,B,PUBLIC INTOXICATION
18-001624,18-001624-01,M,B,TRESPASS OF REAL PROPERTY
18-007073,18-007073-02,F,A,DRUG/ NARCOTIC VIOLATIONS
19-003542,19-003542-01,M,A,LARCENY/ THEFT OFFENSES
18-010829,18-010829-01,M,B,PUBLIC INTOXICATION
18-030907,18-030907-01,M,B,PUBLIC INTOXICATION
18-011623,18-011623-01,M,B,PUBLIC INTOXICATION
19-000277,19-000277-01,M,B,TRESPASS OF REAL PROPERTY
18-016793,18-016793-01,F,B,DRIVING UNDER THE INFLUENCE
18-002443,18-002443-01,M,B,PUBLIC INTOXICATION
18-014871,18-014871-01,F,A,MOTOR VEHICLE THEFT
19-024828,19-024828-01,M,B,PUBLIC INTOXICATION
18-026230,18-026230-01,M,B,PUBLIC INTOXICATION
18-030740,18-030740-01,M,B,PUBLIC INTOXICATION
18-039436,18-039436-01,M,B,PUBLIC INTOXICATION
18-038228,18-038228-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-012911,20-012911-02,M,A,DRUG/ NARCOTIC VIOLATIONS
17-034334,17-034334-01,M,B,PUBLIC INTOXICATION
18-020176,18-020176-01,M,A,LARCENY/ THEFT OFFENSES
18-042321,18-042321-01,M,B,PUBLIC INTOXICATION
18-013203,18-013203-01,M,B,PUBLIC INTOXICATION
19-013843,19-013843-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030075,18-030075-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029528,18-029528-01,M,B,PUBLIC INTOXICATION
17-043704,17-043704-02,M,B,ALL OTHER OFFENSES
17-034184,17-034184-01,F,A,BURGLARY/ BREAKING & ENTERING
18-038370,18-038370-01,M,A,WEAPON LAW VIOLATIONS
19-033763,19-033763-01,M,B,PUBLIC INTOXICATION
18-043828,18-043828-01,M,B,DRIVING UNDER THE INFLUENCE
18-033987,18-033987-01,M,B,PUBLIC INTOXICATION
19-006428,19-006428-01,M,A,FRAUD OFFENSES
18-025028,18-025028-01,M,B,PUBLIC INTOXICATION
18-012405,18-012405-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-007492,18-007492-01,M,B,PUBLIC INTOXICATION
17-013685,17-013685-01,M,B,PUBLIC INTOXICATION
16-024479,16-024479-01,M,B,PUBLIC INTOXICATION
20-011535,20-011535-01,M,A,LARCENY/ THEFT OFFENSES
18-012304,18-012304-01,M,B,PUBLIC INTOXICATION
